ensembl_gene_id,lof.oe_v4.1,mis_pphen.oe_v4.1,shannon_entropy,Transcript count,Gene length (bp),Unique exon count,%id. query gene identical to target Mouse gene,Mouse Gene-order conservation score,Gene % GC content,N complexes,go_id_num,pfam_num
ENSG00000158711,0.56377,0.81337,4.046179216759846,5,34456,18,86.9767,100.0,41.89,2,18.0,1.0
ENSG00000105656,0.31756,0.81357,4.02141895384307,6,79454,34,83.887,100.0,55.51,5,20.0,2.0
ENSG00000118985,0.22624,0.57835,3.957230804036705,8,76754,29,90.4538,75.0,38.08,1,9.0,2.0
ENSG00000128886,0.80027,0.96694,3.595526251305415,8,4711,35,76.7089,100.0,51.37,1,29.0,2.0
ENSG00000155849,0.24386,0.52065,3.7722839946553903,19,596318,71,99.5873,75.0,41.67,4,18.0,3.0
ENSG00000062598,0.36814,0.4649,4.084924360390553,18,66936,74,98.75,100.0,44.15,2,11.0,3.0
ENSG00000102890,0.90837,1.0051,3.659639210539692,6,4919,40,90.8333,100.0,64.02,0,7.0,3.0
ENSG00000110675,0.43168,0.66552,2.870985865348313,7,75689,28,96.319,50.0,38.98,0,8.0,1.0
ENSG00000179387,0.60635,0.92697,4.133699886533254,8,29603,28,87.0307,100.0,34.79,0,4.0,1.0
ENSG00000115459,0.75242,0.72722,4.111732324250756,22,37359,68,80.0525,75.0,46.14,0,15.0,1.0
ENSG00000049540,0.56165,0.89328,3.155911749653139,35,42119,102,63.8372,100.0,54.95,2,19.0,
ENSG00000011007,0.18215,0.58694,4.126066360533785,4,18612,28,82.5356,100.0,45.21,0,10.0,2.0
ENSG00000206181,0.95231,1.1439,0.7742725056282753,1,3095,1,,,56.83,0,7.0,2.0
ENSG00000103363,0.30471,0.54793,4.173115774623957,8,5876,20,97.4576,25.0,55.5,17,18.0,1.0
ENSG00000154582,0.0,0.061159,4.141130291820234,15,33139,37,100.0,100.0,41.21,16,14.0,1.0
ENSG00000130165,0.53757,0.6321,4.099945665990912,9,8084,20,100.0,75.0,55.91,0,8.0,1.0
ENSG00000066322,0.25168,0.5412,3.996255206633628,16,4677,47,92.4731,100.0,58.76,0,19.0,1.0
ENSG00000197977,1.0191,0.84953,3.331709831924554,1,63547,8,89.726,100.0,39.63,0,19.0,1.0
ENSG00000119915,0.66843,0.73612,3.346455834128509,1,3291,4,69.0037,100.0,52.42,0,18.0,1.0
ENSG00000118402,0.43259,0.54335,3.2272700633831897,1,32740,6,91.9872,100.0,36.63,0,17.0,1.0
ENSG00000012660,0.21562,0.48447,3.995545843771324,7,81782,23,92.9766,100.0,41.88,0,22.0,1.0
ENSG00000170522,0.2169,0.21754,3.8858378390256,8,153354,22,96.2547,100.0,39.87,0,19.0,1.0
ENSG00000164181,0.69015,0.80587,3.740916496333053,7,92484,30,88.6121,100.0,39.18,0,15.0,1.0
ENSG00000070061,0.68283,0.92823,4.0560157359519255,48,67431,149,81.0203,100.0,39.99,4,10.0,5.0
ENSG00000134759,0.70782,0.84228,4.122319085366292,28,51114,99,78.3393,100.0,40.54,3,15.0,1.0
ENSG00000134014,0.73549,0.64578,4.160198486449217,20,101484,68,95.7952,100.0,40.16,3,25.0,3.0
ENSG00000109911,1.015,1.0674,4.1269296083862335,29,280570,83,77.7251,100.0,35.79,2,13.0,1.0
ENSG00000170291,1.0026,0.86042,4.063506664243088,15,8525,36,75.3333,100.0,51.3,1,12.0,1.0
ENSG00000163832,0.82024,0.9145,4.1617797324953,15,18073,41,80.0752,100.0,48.69,1,27.0,1.0
ENSG00000169393,1.1191,0.83164,0.2282622329038469,5,30523,15,,,44.61,0,5.0,1.0
ENSG00000170571,0.55916,0.79222,3.4517100459803687,5,47057,27,63.9394,100.0,36.85,0,11.0,1.0
ENSG00000127463,0.77162,0.72117,4.101174514897955,27,35893,92,92.9789,100.0,46.63,2,9.0,2.0
ENSG00000161671,1.1978,1.2427,4.102312449800026,8,14472,29,82.4627,100.0,57.11,2,12.0,1.0
ENSG00000104412,1.226,0.76629,4.162766304295562,7,45596,33,97.3064,100.0,34.69,4,10.0,1.0
ENSG00000125037,0.33122,0.41177,4.165646516874111,8,48521,33,99.6169,100.0,44.95,2,8.0,1.0
ENSG00000128463,0.40501,0.55019,4.157337441602833,13,5144,35,99.4536,100.0,43.84,2,9.0,1.0
ENSG00000127774,0.15484,0.53579,4.164215216489113,2,857,4,100.0,100.0,59.51,2,10.0,1.0
ENSG00000134153,0.16399,0.53876,4.177360631285686,4,17846,11,96.6805,100.0,39.57,2,9.0,1.0
ENSG00000131148,0.53917,0.77861,4.169227176393527,6,27851,17,93.2367,100.0,48.89,3,10.0,1.0
ENSG00000100908,0.76753,0.99873,4.141361451792993,7,2633,19,91.2621,100.0,53.51,1,9.0,1.0
ENSG00000164035,0.89239,1.0601,3.657302430297822,10,484786,39,52.8736,100.0,36.15,0,10.0,1.0
ENSG00000154920,1.0028,0.9013,3.111074466752928,10,8264,33,69.8246,100.0,47.88,1,21.0,2.0
ENSG00000197774,1.6719,1.4351,3.99596639888205,6,8899,25,68.3646,100.0,64.46,0,15.0,2.0
ENSG00000126749,0.86014,0.89648,4.1329285437958925,4,9024,14,88.9344,100.0,48.27,0,19.0,1.0
ENSG00000186998,0.76372,1.0447,3.7016346609390616,11,53702,45,80.4054,100.0,52.61,0,6.0,2.0
ENSG00000138080,0.65091,0.97353,3.5447966822079846,2,7789,9,86.6273,100.0,61.55,1,43.0,3.0
ENSG00000132205,0.85776,1.0227,3.733681314563094,3,68998,15,72.6257,100.0,47.46,0,16.0,2.0
ENSG00000183798,0.87931,0.87865,3.4094477258071056,1,6857,4,85.0923,100.0,62.58,0,6.0,1.0
ENSG00000066629,0.25962,0.49282,3.8722464249384143,22,204368,83,96.1916,100.0,45.19,0,19.0,3.0
ENSG00000125746,0.68001,0.97629,4.092128385418211,31,38609,103,72.8894,100.0,52.69,0,15.0,4.0
ENSG00000149499,0.5009,0.70317,4.033601127689605,18,10558,79,93.534,100.0,57.84,0,16.0,3.0
ENSG00000143924,0.53456,0.97099,3.9866026571811473,8,163196,54,88.0567,100.0,38.02,0,22.0,3.0
ENSG00000165521,0.47688,0.7009,3.259243491878066,8,180523,91,95.8017,100.0,37.45,0,6.0,4.0
ENSG00000214595,0.62033,1.042,3.6106435710824414,14,248527,86,97.0889,100.0,40.81,0,5.0,3.0
ENSG00000134531,0.29924,0.82972,3.113403083749741,12,23219,27,75.625,100.0,44.21,0,6.0,1.0
ENSG00000213853,1.3646,1.0909,3.758815974420276,3,52211,9,75.5814,100.0,48.27,0,44.0,1.0
ENSG00000142227,0.66293,0.94244,3.7580963164332006,10,9250,29,92.0245,50.0,53.15,0,5.0,1.0
ENSG00000158636,0.18765,0.68136,4.073642988315355,19,108109,65,95.3323,100.0,37.69,1,7.0,1.0
ENSG00000135638,0.78138,0.96646,2.091969642312804,6,19812,14,96.4981,75.0,55.11,0,28.0,1.0
ENSG00000170370,0.25283,0.65828,2.715470244546521,4,7102,10,99.6047,100.0,56.25,0,26.0,1.0
ENSG00000163064,0.36695,0.46607,2.058409805262923,2,5478,4,91.5212,100.0,58.18,0,36.0,2.0
ENSG00000164778,0.39248,0.90259,1.1517390143347783,1,6703,2,89.1975,100.0,55.72,0,20.0,2.0
ENSG00000154380,0.27878,0.68921,3.923498329544939,10,166378,46,61.9403,75.0,38.55,1,18.0,2.0
ENSG00000132464,0.58705,0.95409,3.0389347567097564,2,18081,11,52.4092,100.0,38.31,0,9.0,1.0
ENSG00000171617,0.44476,0.51046,3.2480682244168024,7,14019,15,99.3209,100.0,45.65,0,15.0,4.0
ENSG00000149218,1.2468,0.88956,3.980572227796383,1,42800,2,76.2475,100.0,42.67,0,10.0,1.0
ENSG00000167136,1.3604,1.1993,4.139337033861398,1,4177,3,90.4762,100.0,61.55,0,35.0,1.0
ENSG00000111405,0.84351,0.79367,2.495271898642533,4,15834,16,81.7961,100.0,48.95,0,22.0,2.0
ENSG00000173818,1.0938,1.4189,4.122132490513081,30,22922,81,66.8639,100.0,56.47,0,14.0,1.0
ENSG00000106991,0.2491,0.74048,3.741381788274259,25,43644,74,72.1286,100.0,53.23,1,71.0,
ENSG00000167280,0.83029,0.90274,4.036097924500027,10,13776,39,79.4278,100.0,58.56,0,6.0,1.0
ENSG00000168913,1.148,0.73236,2.798065973752884,1,1948,2,100.0,100.0,62.42,0,5.0,
ENSG00000124074,1.1284,1.0883,4.012614323438151,7,4321,24,84.3931,100.0,60.38,0,22.0,1.0
ENSG00000151023,0.66799,1.0887,3.0975196189652703,5,80301,17,87.451,100.0,38.61,0,18.0,1.0
ENSG00000074800,0.68587,0.71089,3.9800815189485457,16,18191,60,94.7005,100.0,50.15,0,37.0,2.0
ENSG00000074800,0.68587,0.71089,3.9800815189485457,16,18191,60,94.7005,0.0,50.15,0,37.0,2.0
ENSG00000111674,0.36934,0.5464,3.3416411198869413,14,9954,46,98.6175,100.0,55.33,0,18.0,2.0
ENSG00000108515,0.92358,0.9101,1.5493166313263431,17,9040,46,97.6959,100.0,58.22,0,16.0,2.0
ENSG00000188316,0.66379,0.86748,3.600833333065607,3,62290,18,73.1392,100.0,40.85,0,5.0,1.0
ENSG00000145293,0.45243,0.63023,3.997119170521968,3,30588,13,94.5525,100.0,43.12,0,12.0,1.0
ENSG00000132199,1.0041,0.89546,4.059077297176774,22,42345,77,,,46.09,0,10.0,2.0
ENSG00000120658,0.47295,0.56189,3.769045912855983,3,573843,22,97.6672,100.0,39.04,0,11.0,2.0
ENSG00000138792,0.857,0.96698,3.3434955913236983,5,199553,39,78.2011,100.0,38.57,0,28.0,3.0
ENSG00000197594,0.54493,0.72875,3.601354632586218,12,87140,71,80.1325,50.0,38.19,0,56.0,3.0
ENSG00000136960,0.44718,0.64628,3.5625323573474827,9,116368,53,88.8403,100.0,39.28,0,29.0,3.0
ENSG00000154269,0.94714,0.8819,3.5550128229490063,7,118977,50,80.8924,50.0,38.13,0,30.0,2.0
ENSG00000001561,0.53419,0.7636,4.0219404483631465,1,16700,4,81.7982,100.0,36.05,0,11.0,1.0
ENSG00000112796,0.82435,0.87466,3.728359213169506,3,11796,9,81.761,100.0,38.41,0,8.0,1.0
ENSG00000164303,0.73847,0.83758,2.8018679238943887,4,132525,17,86.1364,100.0,44.68,0,14.0,1.0
ENSG00000182156,1.1263,0.93892,2.050539302941524,2,11277,8,78.2511,100.0,57.71,0,21.0,1.0
ENSG00000143420,0.42056,0.64556,4.159414766470903,15,28762,37,98.3471,100.0,45.32,0,15.0,1.0
ENSG00000176177,0.64958,0.76311,1.2742139116489666,2,150821,9,54.5307,100.0,38.49,0,7.0,1.0
ENSG00000138185,0.55144,0.69102,3.800389073343773,13,165488,48,75.4902,100.0,40.86,1,23.0,1.0
ENSG00000054179,1.0857,1.1559,3.733439646397679,4,5955,19,83.4343,100.0,65.81,0,16.0,1.0
ENSG00000168032,1.175,0.95659,3.211959007999426,5,41561,27,81.2854,100.0,41.75,0,12.0,1.0
ENSG00000197217,0.71866,0.89749,4.087046638108324,11,71913,45,93.4747,50.0,44.43,0,21.0,1.0
ENSG00000187097,0.70683,0.87777,3.9435961329888607,8,61390,32,88.2904,100.0,44.47,0,16.0,1.0
ENSG00000197586,0.73802,0.93973,4.1170556441221615,18,32383,56,87.4725,100.0,50.78,0,18.0,1.0
ENSG00000198018,0.641,0.73268,4.089139881917859,2,51733,16,92.0792,75.0,39.77,0,20.0,1.0
ENSG00000188833,0.74618,1.0453,2.664276961669897,4,7453,22,74.0443,100.0,67.44,0,14.0,1.0
ENSG00000165689,1.0278,1.0183,4.109283692570252,11,8693,34,81.0585,100.0,56.53,1,18.0,
ENSG00000120533,0.32278,0.33968,4.154141942646282,16,11631,42,100.0,100.0,37.11,3,23.0,1.0
ENSG00000163378,0.79117,0.95387,3.8690994061609096,10,38468,44,87.8558,100.0,41.57,0,10.0,1.0
ENSG00000163508,0.32857,0.74208,2.505774734334279,3,6763,11,90.3819,50.0,47.95,0,49.0,2.0
ENSG00000100393,0.1211,0.59457,4.06737124365428,15,87568,81,93.9884,100.0,42.04,30,131.0,8.0
ENSG00000183495,0.31038,0.69818,4.0767297615334765,9,130519,84,86.1944,100.0,47.45,9,20.0,4.0
ENSG00000116016,0.25851,0.75453,3.6941216422177416,10,93031,42,87.8719,100.0,46.71,5,47.0,5.0
ENSG00000159023,0.59499,0.7706,3.7728639851198937,40,232956,117,88.9528,100.0,41.87,1,32.0,6.0
ENSG00000088367,0.2829,0.50853,3.797534522404213,19,141296,61,53.7275,100.0,49.98,0,10.0,6.0
ENSG00000079819,0.39077,0.88,3.914193105821331,34,223976,89,83.8057,100.0,38.6,0,21.0,6.0
ENSG00000082397,0.4447,0.74475,3.770613627469464,36,238320,113,62.6426,100.0,39.83,1,34.0,6.0
ENSG00000129595,1.0028,1.1204,3.871047899091234,10,276873,63,93.4402,100.0,39.29,0,4.0,4.0
ENSG00000095203,0.18822,0.71369,3.6079645988104097,2,149086,28,91.6574,100.0,45.23,0,13.0,4.0
ENSG00000115109,0.44892,0.85514,4.0649086147623565,10,166043,52,83.2206,100.0,38.49,0,42.0,4.0
ENSG00000166947,0.60797,0.73708,1.0934195930202346,6,23792,28,73.0825,100.0,50.03,0,19.0,3.0
ENSG00000120616,0.14119,0.54462,4.068996757322085,10,111048,46,92.8659,50.0,38.9,9,31.0,2.0
ENSG00000135999,0.11235,0.65976,4.057494755293466,6,144056,25,96.9059,100.0,37.05,3,13.0,2.0
ENSG00000119888,0.89424,1.1509,2.727555352847001,6,42444,26,81.2698,100.0,44.35,1,19.0,3.0
ENSG00000086289,1.2016,1.1178,3.823136598571278,3,31297,7,79.4643,100.0,40.23,0,11.0,1.0
ENSG00000152223,0.50218,0.83039,4.072525570325877,19,166749,119,83.7481,100.0,42.38,0,33.0,
ENSG00000182585,0.97177,0.95557,1.749136574256046,9,8320,16,80.2632,50.0,35.97,0,20.0,
ENSG00000146904,0.83117,0.86268,3.36830058375953,7,18568,46,88.1269,100.0,52.59,1,58.0,6.0
ENSG00000183317,1.2724,0.92466,2.991325289053315,11,51254,63,93.1507,100.0,50.36,0,42.0,5.0
ENSG00000142627,0.51962,0.73427,3.547988676599813,4,31733,27,92.8352,100.0,57.33,1,101.0,5.0
ENSG00000044524,0.39017,0.85437,3.5499816658904257,3,374514,22,96.4431,100.0,34.59,0,61.0,6.0
ENSG00000116106,0.17039,0.56683,3.850536351995248,14,156176,48,98.5801,100.0,40.26,0,118.0,6.0
ENSG00000145242,0.56813,0.74811,3.2062629006454606,6,350933,27,94.0385,100.0,33.39,0,54.0,5.0
ENSG00000080224,0.49068,0.73949,3.1964296943794164,9,946952,53,95.2212,75.0,35.38,0,41.0,6.0
ENSG00000135333,0.19232,0.60536,2.89296750156346,20,179668,71,98.0962,100.0,33.28,0,63.0,6.0
ENSG00000070886,0.57649,0.86628,2.7567415703183595,2,40107,19,95.2191,100.0,56.84,2,56.0,5.0
ENSG00000154928,0.32537,0.71312,3.264652792627343,9,465208,41,98.8821,100.0,44.82,0,81.0,5.0
ENSG00000133216,0.17866,0.63363,3.730232789455141,7,210662,35,99.3921,100.0,51.95,0,119.0,6.0
ENSG00000182580,0.32408,0.6588,3.493087391525322,3,20624,20,96.8781,100.0,58.43,0,64.0,6.0
ENSG00000196411,0.50718,0.70991,3.851156100241133,10,24959,49,92.0683,100.0,54.77,0,49.0,7.0
ENSG00000106123,0.48248,0.73839,3.5916634629591737,11,16034,59,92.6036,100.0,52.35,0,14.0,7.0
ENSG00000143819,0.84804,0.80812,3.821965080131337,5,35440,16,83.5165,50.0,50.75,0,18.0,2.0
ENSG00000120915,0.89724,0.8787,3.975024062298077,13,57835,59,73.1047,100.0,47.39,0,27.0,2.0
ENSG00000105131,0.8863,0.93074,2.132892045621728,4,6517,14,70.283,50.0,56.07,0,8.0,1.0
ENSG00000172031,0.6519,0.77225,3.1144989907874314,2,33554,9,87.7437,100.0,38.34,0,5.0,1.0
ENSG00000112425,0.83386,0.92868,3.969738172599846,28,353489,67,89.0909,100.0,37.55,3,68.0,2.0
ENSG00000178567,0.48756,0.63565,4.067159758895902,3,8089,6,89.1089,100.0,38.4,0,9.0,1.0
ENSG00000063245,0.5306,0.68824,4.1622292210577205,7,34633,29,94.7917,50.0,54.85,1,18.0,1.0
ENSG00000072134,0.58643,0.65415,4.0179136789240415,27,121101,72,88.75,100.0,48.72,0,17.0,1.0
ENSG00000049283,0.99696,1.0344,3.1070256990938585,17,11069,54,86.1635,100.0,58.65,0,19.0,2.0
ENSG00000130427,0.5057,0.71789,2.942387750026485,1,3233,5,79.1667,100.0,59.64,1,48.0,1.0
ENSG00000273604,1.3892,1.3598,3.702856829788425,1,3255,1,75.8808,100.0,64.06,0,10.0,1.0
ENSG00000187266,0.55141,0.80396,3.699543207192272,8,7136,29,81.854,100.0,57.06,3,17.0,2.0
ENSG00000101448,0.79369,0.85711,0.1431129614906731,4,7127,11,61.194,100.0,44.93,0,14.0,2.0
ENSG00000261150,2.1075,1.1355,3.233503424235163,2,21144,3,75.3904,100.0,67.43,0,29.0,1.0
ENSG00000136628,0.43066,0.76574,4.074581591024409,6,77931,52,89.3519,100.0,38.09,2,32.0,8.0
ENSG00000085832,0.6476,0.86985,4.112034761199159,16,165066,84,88.9632,100.0,38.05,3,34.0,1.0
ENSG00000127527,0.34677,0.68327,4.108641226476253,17,116861,80,92.8335,100.0,50.79,0,13.0,1.0
ENSG00000151491,0.30482,0.71402,3.751169190787236,27,262196,95,89.1596,100.0,37.25,1,36.0,4.0
ENSG00000131037,1.1583,1.0763,2.7558918898678586,19,15904,79,79.7941,100.0,58.26,1,15.0,4.0
ENSG00000177106,0.96095,1.3565,3.7090731183504793,31,33290,109,84.225,100.0,59.66,1,20.0,4.0
ENSG00000198758,0.87327,0.9081,2.065897845958208,10,13948,51,71.5,100.0,53.84,1,10.0,4.0
ENSG00000133106,1.2373,1.0355,3.743818815703913,10,105884,45,64.6497,100.0,39.57,0,1.0,
ENSG00000121053,0.78643,0.89911,3.706943632789688,1,12449,13,89.2458,100.0,51.82,0,18.0,1.0
ENSG00000083782,0.95196,0.82867,2.6907302026121127,3,41345,12,82.2981,100.0,34.86,0,8.0,3.0
ENSG00000120160,1.1813,1.049,1.187113985652259,4,12497,14,48.0712,50.0,37.22,0,9.0,1.0
ENSG00000132591,0.63886,0.80588,4.173133369119618,8,6052,33,78.2609,100.0,50.61,0,12.0,1.0
ENSG00000164307,0.78659,0.79914,4.041891509157519,9,47291,43,85.3763,25.0,39.27,1,33.0,3.0
ENSG00000164308,1.0884,1.0733,3.755584494093145,12,43718,48,,,38.41,1,20.0,3.0
ENSG00000141736,0.41812,0.52713,3.845509488901321,22,42513,103,87.5796,100.0,52.09,6,111.0,5.0
ENSG00000065361,0.5853,0.69153,3.667280795101635,33,26707,120,90.8887,100.0,50.12,3,85.0,4.0
ENSG00000178568,0.26681,0.66472,3.3400869529792088,8,1163125,63,97.3242,100.0,34.69,1,104.0,5.0
ENSG00000112851,0.3898,0.9325,4.119264755046141,30,199419,100,86.4828,100.0,38.1,0,35.0,4.0
ENSG00000082805,0.3924,0.77389,4.031020635479151,33,505425,103,96.9643,75.0,39.35,1,28.0,2.0
ENSG00000187672,0.36782,0.65628,3.0474852475366685,13,960785,45,99.0596,100.0,40.7,0,17.0,1.0
ENSG00000012061,0.98915,0.76193,4.129745208843391,18,71495,50,85.906,100.0,52.1,5,48.0,3.0
ENSG00000104884,0.91293,0.82624,4.0963086183577735,20,21082,77,97.5,100.0,56.56,10,68.0,3.0
ENSG00000163161,0.63374,0.73948,4.109463139628939,21,36877,74,95.7854,100.0,46.18,11,38.0,3.0
ENSG00000175595,0.75843,0.90486,4.073562451479535,16,32211,55,85.9324,100.0,39.59,3,34.0,1.0
ENSG00000134899,0.626,0.91799,4.118042424022739,18,30165,69,66.4957,50.0,39.58,2,31.0,2.0
ENSG00000134899,0.626,0.91799,4.118042424022739,18,30165,69,3.98406,50.0,39.58,2,31.0,2.0
ENSG00000225830,0.68273,0.80713,4.071581897010391,21,85371,80,79.3383,75.0,40.44,2,58.0,3.0
ENSG00000182150,0.64232,0.67948,4.105773676214054,27,249891,92,,,41.71,0,17.0,3.0
ENSG00000049167,1.1753,1.1198,4.146968538866704,34,78620,93,89.6725,75.0,37.18,2,23.0,1.0
ENSG00000124882,1.2613,0.97654,2.659056123201555,3,23605,10,81.4815,100.0,36.63,0,46.0,
ENSG00000105722,0.26114,0.56681,4.085330616295109,8,7560,20,96.3702,100.0,64.05,0,15.0,1.0
ENSG00000178752,1.2468,1.0766,3.0833510381962563,7,9931,26,74.1176,100.0,61.86,0,21.0,
ENSG00000268041,0.33402,0.68354,3.287600828810354,1,20746,6,93.4659,100.0,58.78,0,8.0,1.0
ENSG00000157554,0.11152,0.46515,3.6452377122043287,15,281754,38,95.0617,100.0,41.91,2,21.0,2.0
ENSG00000133935,0.54486,0.49564,4.09452767132163,1,11086,5,97.8571,75.0,43.72,0,8.0,1.0
ENSG00000113719,0.46092,0.64388,4.082093821912334,30,118542,79,98.9655,100.0,50.91,0,15.0,2.0
ENSG00000087502,0.67491,0.686,4.145502335301123,11,43838,37,95.4907,100.0,34.04,0,18.0,2.0
ENSG00000125991,0.58438,0.67045,4.114324149993227,19,15597,64,95.4315,100.0,50.91,0,15.0,2.0
ENSG00000100632,0.090682,0.17808,4.126443739444301,4,18172,10,100.0,0.0,40.2,2,8.0,1.0
ENSG00000100632,0.090682,0.17808,4.126443739444301,4,18172,10,100.0,100.0,40.2,2,8.0,1.0
ENSG00000104626,1.0313,1.1005,4.067883828507453,9,114600,30,84.3478,100.0,41.64,0,19.0,2.0
ENSG00000196678,0.74596,0.77908,4.117309237625374,15,120157,45,74.8547,75.0,40.84,0,4.0,2.0
ENSG00000117419,0.43421,0.324,4.141131685571566,10,134191,33,97.9229,100.0,47.73,0,5.0,1.0
ENSG00000104714,1.4348,1.2725,4.086636412171267,11,123361,33,57.2289,100.0,51.17,0,1.0,
ENSG00000204334,0.62695,1.0241,1.7919044132232844,20,32100,57,43.8445,100.0,38.72,0,1.0,
ENSG00000178965,0.95604,1.0962,2.6979656466318422,5,105676,28,45.9377,100.0,36.47,0,6.0,1.0
ENSG00000204978,1.1839,1.381,3.1167699669329174,1,1610,2,61.7647,50.0,50.25,0,1.0,1.0
ENSG00000177459,0.80995,1.0984,3.3024644297617227,2,29089,5,51.9337,100.0,42.49,0,1.0,1.0
ENSG00000163645,0.92197,0.99129,0.5253987542396673,5,44087,29,51.4727,100.0,39.44,0,1.0,1.0
ENSG00000165837,0.83571,0.93049,3.593825459155981,4,81218,30,40.7666,75.0,44.82,0,,1.0
ENSG00000068912,0.70414,0.83035,4.125062933945027,43,46030,75,96.4803,75.0,39.57,1,10.0,1.0
ENSG00000107566,0.55858,0.56228,4.012670989600353,3,35940,15,95.977,100.0,38.15,1,15.0,1.0
ENSG00000147475,0.48359,0.49321,4.140750142098953,11,21822,36,97.3529,50.0,44.09,3,16.0,1.0
ENSG00000164010,0.67947,0.81634,4.11810791614465,9,27870,41,59.2905,100.0,43.14,0,10.0,3.0
ENSG00000130023,0.80154,0.93069,4.104934944838352,16,29979,64,69.863,50.0,43.3,0,5.0,1.0
ENSG00000130023,0.80154,0.93069,4.104934944838352,16,29979,64,70.2572,50.0,43.3,0,5.0,1.0
ENSG00000130023,0.80154,0.93069,4.104934944838352,16,29979,64,70.0913,50.0,43.3,0,5.0,1.0
ENSG00000136541,0.60583,0.78399,2.167610895383916,9,9083,26,60.4982,100.0,37.19,0,18.0,1.0
ENSG00000099219,1.0249,0.93164,4.061333281156279,30,129706,78,85.9688,75.0,40.53,0,11.0,3.0
ENSG00000178607,0.37271,0.63986,3.9289584916387,10,91740,59,93.1423,100.0,45.09,1,73.0,2.0
ENSG00000134398,1.0274,0.93712,2.335295944075571,7,22917,50,82.5467,100.0,50.63,0,50.0,2.0
ENSG00000197930,0.80081,0.61102,3.929272888862328,11,55986,46,92.6724,100.0,37.59,0,36.0,1.0
ENSG00000086619,0.59811,0.80922,3.137249677969629,12,67339,49,94.0043,100.0,37.46,0,13.0,1.0
ENSG00000139055,0.74409,0.93999,2.1059837785380795,3,24499,11,64.3382,100.0,38.33,0,6.0,1.0
ENSG00000089248,0.61517,0.62398,4.128025814032715,5,10102,12,88.1679,100.0,47.17,0,18.0,2.0
ENSG00000023318,0.45243,0.44048,4.124706888228755,15,119868,51,93.1034,100.0,37.86,0,15.0,2.0
ENSG00000116285,0.68426,0.64848,3.835073816537501,5,21906,12,82.2126,100.0,42.8,5,47.0,2.0
ENSG00000213462,,,3.9188519032633953,3,16388,6,,,45.72,0,2.0,
ENSG00000244476,0.71584,0.78433,3.663760090019804,2,9522,4,27.8768,0.0,46.74,0,5.0,1.0
ENSG00000244476,0.71584,0.78433,3.663760090019804,2,9522,4,28.1553,0.0,46.74,0,5.0,1.0
ENSG00000226887,0.0,0.0,3.704628383356317,3,28969,8,,,41.3,0,2.0,
ENSG00000269526,,0.49696,2.071500910419216,1,2203,1,,,47.03,0,1.0,1.0
ENSG00000268964,0.32826,0.38083,1.3680984309123696,1,6941,2,,,48.47,0,1.0,1.0
ENSG00000149564,0.72728,0.78536,3.700637077132285,6,9708,18,72.0812,100.0,54.05,1,16.0,2.0
ENSG00000141446,0.37082,0.58084,4.09585407221658,4,71604,24,76.038,100.0,41.11,1,15.0,2.0
ENSG00000171320,0.78806,0.77101,2.396079242309304,8,40692,33,70.2703,100.0,37.71,0,25.0,2.0
ENSG00000139684,1.0342,0.89538,4.086794822899797,5,26165,25,91.844,100.0,34.83,0,12.0,1.0
ENSG00000089048,0.6679,0.81795,4.098301730686656,2,70598,16,81.4201,100.0,37.99,0,6.0,1.0
ENSG00000164283,0.45903,0.52921,2.882024201188591,4,44805,8,75.0,100.0,39.72,0,11.0,1.0
ENSG00000135476,0.23043,0.43811,2.789141735823034,8,25340,76,77.3371,100.0,51.69,2,26.0,1.0
ENSG00000187017,1.0629,1.0473,3.0034030594211587,16,36592,50,46.548,100.0,60.15,0,15.0,3.0
ENSG00000144488,1.2963,1.1576,2.979320021921525,6,32948,21,79.403,100.0,58.39,0,9.0,2.0
ENSG00000091831,0.29608,0.45838,2.428349542417757,14,472929,40,88.9816,100.0,39.66,65,86.0,4.0
ENSG00000140009,0.75866,0.9385,3.6000430443910703,13,253881,42,82.8924,100.0,41.74,14,32.0,3.0
ENSG00000104413,0.30296,0.59089,3.1180289502110905,12,66393,42,97.21,100.0,40.32,0,12.0,
ENSG00000103067,0.59201,0.80082,3.344245744560073,12,9070,52,93.3054,100.0,59.0,0,15.0,
ENSG00000173153,0.24403,0.58079,4.0614901031056965,8,11247,21,98.3412,100.0,57.13,0,26.0,2.0
ENSG00000119715,0.36862,0.72856,2.7217457837425183,8,191126,32,93.3921,100.0,48.69,0,43.0,2.0
ENSG00000196482,0.26573,0.5434,3.214143682938181,25,634510,58,100.0,100.0,38.06,0,27.0,2.0
ENSG00000100056,0.62518,0.88035,4.1124629046705135,4,14406,25,92.2917,75.0,55.92,1,8.0,1.0
ENSG00000139641,0.71937,0.78857,3.998466252823925,10,26425,64,88.2784,100.0,50.49,2,18.0,2.0
ENSG00000117868,0.54436,0.81522,4.010505821070938,6,99259,42,92.5444,100.0,43.39,1,21.0,2.0
ENSG00000158220,0.92235,0.95524,3.4121077624155816,7,47101,58,83.165,100.0,48.84,1,17.0,2.0
ENSG00000143971,0.66197,0.91589,4.0685477457881305,4,14768,16,54.0479,100.0,33.29,0,15.0,1.0
ENSG00000120705,0.082931,0.10395,4.109922612414812,9,37142,35,100.0,100.0,42.99,2,18.0,3.0
ENSG00000140374,0.68757,0.72237,4.093915094425412,38,123176,97,95.7958,100.0,43.06,0,10.0,2.0
